date,speed,rowdata,z,y,x_m,x_p,delta64011,delta64022,delta64033,delta64044,vodo,lat,lon,dir,alt,engine_speed,distance_gps,sum_ES,mark_ind1,sum_ES_APP,mark_ind2,sum_ES_2_APP,mark_ind3,sum_ES_APP_2,mark_ind4,sum_ES_2_APP_2,mark_ind5,AnIn1,AnIn2,consum_l,consum_t
2022-09-08 08:41:20.902,1,73759664077901637,399,7,97,387,0,0,0,0,4,52.4030216,31.0707366,132,121,,0.002722,7236,0,1974,0,617,0,440,0,137,0,x,,1.0064814077883908,0.0009132141306666666
2022-09-08 08:41:23.902,2,73759664077901637,399,7,97,387,0,0,0,0,4,52.4030366,31.0706966,132,121,,0.003186,7416,0,1974,0,617,0,450,0,141,0,x,,0.79904625737602,0.0008485871253333333
2022-09-08 08:41:26.902,4,73759664077901637,399,7,97,387,0,0,0,0,7,52.4030516,31.0705983,132,121,,0.006876,7416,0,2022,0,631,0,460,0,141,0,x,,0.40356743688190805,0.0009249765653333333
2022-09-08 08:41:29.902,2,73759664077901637,399,7,97,387,0,0,0,0,3,52.4030416,31.0706083,132,120,,0.001303,7596,0,2070,0,631,0,460,0,144,0,x,,2.130670016884114,0.0009254210106666666
2022-09-08 08:41:32.902,2,73759664077901637,399,7,97,387,0,0,0,0,2,52.4030266,31.070615,132,120,,0.001729,7596,0,2070,0,645,0,471,0,144,0,x,,1.7170680809716599,0.0009896035706666666
2022-09-08 08:41:35.902,0,73759664338734883,399,1002,97,387,0,995,0,0,2,52.4030166,31.0706083,132,120,,0.001202,7777,0,2117,0,645,0,471,0,147,0,x,,2.415371174708819,0.0009677587173333333
2022-09-08 08:41:38.902,0,73759664077901637,399,7,97,387,0,-995,0,0,0,52.4030483,31.07057,132,121,,0.00438,7777,0,2117,0,660,0,481,0,150,0,x,,0.5815284730593607,0.0008490315706666666
2022-09-08 08:41:41.902,0,73759664077901637,399,7,97,387,0,0,0,0,0,52.4030566,31.0705683,132,121,,0.00093,7958,0,2166,0,674,0,481,0,150,0,x,,3.0556963354838707,0.0009472658639999999
2022-09-08 08:41:44.902,0,73759664077901637,399,7,97,387,0,0,0,0,0,52.4030599,31.0705716,132,121,,0.00043,8137,0,2166,0,674,0,491,0,153,0,x,,5.0,0.0009472658639999999
2022-09-08 08:41:47.902,0,73759664077904825,411,7,97,387,12,0,0,0,0,52.4030566,31.0705683,132,121,,0.00043,8137,0,2214,0,689,0,491,0,153,0,x,,5.0,0.0008708764239999999
2022-09-08 08:41:50.902,0,73759664077905542,414,7,97,387,3,0,0,0,0,52.4030566,31.0705616,132,121,,0.000455,8319,0,2214,0,689,0,502,0,156,0,x,,5.0,0.0009350589839999999
2022-09-08 08:41:53.902,0,73759664077906587,418,7,97,387,4,0,0,0,0,52.4030566,31.070565,132,121,,0.000231,8319,0,2261,0,703,0,512,0,156,0,x,,5.0,0.0009035761573333333
2022-09-08 08:41:56.902,0,73759664077908197,424,7,97,387,6,0,0,0,0,52.4030533,31.070575,132,121,,0.000772,8499,0,2309,0,703,0,512,0,159,0,x,,3.5961956373056996,0.0009254210106666666
2022-09-08 08:41:59.902,0,73759664077909124,428,7,97,387,4,0,0,0,0,52.4030533,31.0705783,132,121,,0.000224,8499,0,2309,0,717,0,523,0,162,0,x,,5.0,0.0009896035706666666
2022-09-08 08:42:02.902,1,73759664078171910,431,8,97,387,3,1,0,0,0,52.4030533,31.070575,132,121,,0.000224,8679,0,2357,0,717,0,523,0,162,0,x,,5.0,0.0009896035706666666
2022-09-08 08:42:05.902,1,73759664078176155,447,8,97,387,16,0,0,0,5,52.4030533,31.0705866,132,121,,0.000787,8679,0,2357,0,732,0,533,0,165,0,x,,3.319732238881829,0.0008708764239999999
2022-09-08 08:42:08.902,2,73759664078177216,451,8,97,387,4,0,0,0,2,52.4030599,31.0706083,132,122,,0.001645,8860,0,2404,0,746,0,533,0,165,0,x,,1.6478592534954408,0.0009035761573333333
2022-09-08 08:42:10.207,6,73764062124692224,467,8,97,388,16,0,0,1,1,52.4030766,31.0706116,82,122,,0.001871,8860,0,2404,0,746,0,543,0,165,0,x,,1.4488126520577231,0.002710728472
2022-09-08 08:42:11.902,7,73764062124692224,467,8,97,388,0,0,0,0,3,52.4030816,31.0706283,91,122,,0.001262,9028,0,2404,0,746,0,543,0,168,0,x,,2.1479623391442155,0.002710728472
2022-09-08 08:42:14.902,10,73772858217722435,498,8,97,390,31,0,0,2,6,52.4030883,31.070715,91,122,,0.00593,9028,0,2452,0,765,0,570,0,168,0,x,,0.8821930509274875,0.0017438015973333335
2022-09-08 08:42:17.902,14,73777256264242531,533,8,97,391,35,0,0,1,9,52.4030766,31.070855,102,122,,0.009589,9286,0,2452,0,765,0,570,0,183,0,x,,0.5438945416623214,0.0017384682533333334
2022-09-08 08:42:20.175,14,73781654310767038,585,8,97,392,52,0,0,1,8,52.4030466,31.0710066,118,123,,0.010815,9286,0,2582,0,832,0,620,0,183,0,x,,0.6623592085067036,0.0035817074199999996
2022-09-08 08:42:22.175,12,73781654311031654,595,9,97,392,10,1,0,0,6,52.4030133,31.0710866,133,122,,0.006572,9286,0,2582,0,832,0,620,0,207,0,x,,1.0881641533779671,0.0035757074079999997
2022-09-08 08:42:23.902,12,73781654311032409,598,9,97,392,3,0,0,0,7,52.4029916,31.0711216,137,123,,0.003386,9578,0,2711,0,832,0,620,0,207,0,x,,2.0926994258712344,0.007085880255999999
2022-09-08 08:42:25.167,13,73786052357808023,607,10,97,393,9,1,0,1,4,52.4029383,31.0711783,154,123,,0.007068,9578,0,2711,0,891,0,620,0,207,0,x,,1.1877405681946802,0.008394950335999999
2022-09-08 08:42:26.902,14,73786052358071023,610,11,97,393,3,1,0,0,7,52.4029083,31.0711983,158,124,,0.003602,9578,0,2711,0,891,0,668,0,228,0,x,,2.2248348095502495,0.008013854983999999
2022-09-08 08:42:29.902,14,73786052358598922,625,13,97,393,15,2,0,0,11,52.4028183,31.07126,158,125,,0.010851,9847,0,2834,0,945,0,668,0,228,0,x,,0.7776994216201271,0.0028129388079999994
2022-09-08 08:42:32.902,13,73794848451625634,642,13,97,395,17,0,0,2,7,52.4027533,31.0712483,168,127,,0.007273,9847,0,2834,0,945,0,709,0,245,0,x,,0.9757068620926715,0.002365438669333333
2022-09-08 08:42:35.167,12,73794848451628221,652,13,97,395,10,0,0,0,7,52.4026583,31.071225,188,128,,0.010684,10115,0,2937,0,986,0,709,0,245,0,x,,0.7406274511418945,0.003956431844000001
2022-09-08 08:42:37.167,10,73794848451633793,674,13,97,395,22,0,0,0,7,52.402605,31.071195,207,129,,0.006268,10115,0,2937,0,986,0,736,0,245,0,x,,0.8323542067645182,0.0026085980840000003
2022-09-08 08:42:38.902,10,73794848451635134,679,13,97,395,5,0,0,0,6,52.4025833,31.07117,217,129,,0.00295,10359,0,2937,0,986,0,736,0,255,0,x,,1.7717049220338985,0.00522652952
2022-09-08 08:42:39.167,10,73794848451897870,682,14,97,395,3,1,0,0,0,52.402565,31.0711266,234,130,,0.00358,10359,0,2937,0,986,0,736,0,255,0,x,,1.4599244469273744,0.0
2022-09-08 08:42:40.207,11,73794848451904810,709,14,97,395,27,0,0,0,4,52.402555,31.0710733,252,130,,0.003784,10359,0,3043,0,986,0,736,0,255,0,x,,1.4331747357293867,0.0054231332
2022-09-08 08:42:41.246,13,73794848452169265,718,15,97,395,9,1,0,0,8,52.4025566,31.0710083,273,130,,0.004415,10359,0,3043,0,1047,0,736,0,255,0,x,,0.487079954699887,0.002150458000000001
2022-09-08 08:42:44.902,17,73794848453484517,735,20,97,395,17,5,0,0,16,52.4025716,31.0707816,273,132,,0.015474,10718,0,3260,0,1047,0,829,0,336,0,x,,1.4242131435957088,0.0073460913946666664
2022-09-08 08:42:47.902,17,73803644546518230,780,20,97,397,45,0,0,2,17,52.4025716,31.07053,269,133,,0.017074,10718,0,3260,0,1164,0,899,0,336,0,x,,0.49468121026121586,0.0028153956613333328
2022-09-08 08:42:50.906,22,73803644547048735,805,22,97,397,25,2,0,0,19,52.4025583,31.0702466,263,134,,0.019288,10919,0,3354,0,1164,0,899,0,351,0,x,,0.02454563873911242,0.00015781209333333343
2022-09-08 08:42:53.906,26,73812440640609600,861,24,97,399,56,2,0,2,22,52.40254,31.0699266,268,134,,0.02181,10919,0,3354,0,1200,0,964,0,378,0,x,,0.5845498582301697,0.004249677469333333
2022-09-08 08:42:56.906,30,73816838687411908,974,25,97,400,113,1,0,1,23,52.4025466,31.06958,274,134,,0.023532,11155,0,3525,0,1282,0,964,0,378,0,x,,0.4363437263301037,0.0034226801893333333
2022-09-08 08:42:59.906,35,73821236733951317,61,26,97,401,-913,1,0,1,28,52.4025633,31.06917,271,132,,0.027885,11456,0,3525,0,1282,0,1087,0,445,0,x,,0.7668091292092523,0.007127490856
2022-09-08 08:43:02.906,38,73825634780740695,124,27,97,402,63,1,0,1,33,52.4025333,31.0686866,270,132,,0.032973,11456,0,3766,0,1416,0,1087,0,445,0,x,,0.5295525505110241,0.005820312082666666
2022-09-08 08:43:05.906,38,73825634781542443,184,30,97,402,60,3,0,0,32,52.4025366,31.0682283,270,131,,0.031103,11801,0,3766,0,1416,0,1239,0,523,0,x,,0.7404479398128797,0.007676717423999999
2022-09-08 08:43:08.906,38,73830032828068334,241,30,97,403,57,0,0,1,33,52.40254,31.0677366,268,129,,0.033369,11801,0,3998,0,1546,0,1346,0,523,0,x,,0.4324442048607989,0.004810076890666665
2022-09-08 08:43:11.906,39,73830032828617352,338,32,97,403,97,2,0,0,34,52.4025483,31.0672333,271,128,,0.034167,12150,0,4198,0,1546,0,1346,0,584,0,x,,0.36162939280592377,0.0041185971546666665
2022-09-08 08:43:14.906,37,73830032828893636,393,33,97,403,55,1,0,0,33,52.40256,31.0667533,272,125,,0.032599,12150,0,4198,0,1658,0,1433,0,625,0,x,,0.3520633229240161,0.0038256374213333335
2022-09-08 08:43:17.906,33,73830032828900039,418,33,97,403,25,0,0,0,29,52.40255,31.0663183,269,127,,0.02954,12479,0,4349,0,1658,0,1433,0,625,0,x,,0.2798144490182803,0.0027552396079999998
2022-09-08 08:43:20.906,31,73830033097343390,449,33,98,403,31,0,1,0,19,52.4025366,31.065915,267,127,,0.027409,12479,0,4349,0,1732,0,1479,0,645,0,x,,0.24142970848991208,0.002205782293333333
2022-09-08 08:43:23.906,28,73830033097615468,488,34,98,403,39,1,0,0,33,52.4025183,31.0655566,267,127,,0.024406,12764,0,4454,0,1771,0,1479,0,645,0,x,,0.38228053429484543,0.0031099795733333328
2022-09-08 08:43:26.906,24,73830033097620243,507,34,98,403,19,0,0,0,22,52.402505,31.065235,267,127,,0.021874,12957,0,4454,0,1771,0,1500,0,651,0,x,,0.20731980543110537,0.0015116378079999995
2022-09-08 08:43:29.746,13,73830033366332001,562,35,99,403,55,1,1,0,15,52.4025016,31.0650083,266,126,,0.015389,12957,0,4504,0,1787,0,1512,0,651,0,x,,0.1924205591006563,0.0014805799919999998
2022-09-08 08:43:30.035,13,73830033903206972,578,35,101,403,16,0,2,0,0,52.4025016,31.0650083,266,126,,0.0,12957,0,4504,0,1787,0,1512,0,651,0,x,,0.0,0.0
2022-09-08 08:43:32.906,4,73830034976951408,588,35,105,403,10,0,4,0,5,52.4025,31.064925,266,125,,0.005656,13140,0,4504,0,1787,0,1512,0,655,0,x,,0.5240146138613861,0.0014819133279999998
2022-09-08 08:43:34.839,2,73830036319392444,594,36,110,403,6,1,5,0,3,52.4024983,31.0649016,266,125,,0.001599,13140,0,4553,0,1802,0,1512,0,655,0,x,,1.9149004727954968,0.0030619258559999992
2022-09-08 08:43:35.906,0,73830036319392444,594,36,110,403,0,0,0,0,0,52.4024983,31.0648966,266,125,,0.000339,13140,0,4553,0,1802,0,1523,0,655,0,,,5.0,0.0028693781759999994
2022-09-08 08:43:38.906,0,73830036319392444,594,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.000218,13321,0,4604,0,1802,0,1523,0,658,0,,,5.0,0.0010005935439999997
2022-09-08 08:43:41.906,0,73830036319392738,595,36,110,403,1,0,0,0,0,52.4024966,31.064895,266,125,,0.0,13321,0,4604,0,1817,0,1535,0,662,0,x,,0.0,0.0010643316586666663
2022-09-08 08:43:44.906,0,73830036319392738,595,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,13501,0,4653,0,1817,0,1535,0,662,0,x,,0.0,0.0010206419519999997
2022-09-08 08:43:47.906,0,73830036319392738,595,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,13501,0,4653,0,1832,0,1546,0,665,0,x,,0.0,0.0009569038373333331
2022-09-08 08:43:50.906,0,73830036572099472,595,1000,110,403,0,964,0,0,0,52.4024966,31.064895,266,125,,0.0,13681,0,4704,0,1847,0,1546,0,665,0,x,,0.0,0.0010005935439999997
2022-09-08 08:43:53.906,0,73830036319392738,595,36,110,403,0,-964,0,0,0,52.4024966,31.064895,266,125,,0.0,13860,0,4704,0,1847,0,1557,0,668,0,x,,0.0,0.0010005935439999997
2022-09-08 08:43:56.906,0,73830036319392738,595,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,13860,0,4750,0,1861,0,1567,0,668,0,x,,0.0,0.0008817313039999999
2022-09-08 08:43:59.906,0,73830036319392738,595,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14041,0,4798,0,1861,0,1567,0,671,0,x,,0.0,0.0009254210106666666
2022-09-08 08:44:02.906,0,73830036319392738,595,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14041,0,4798,0,1875,0,1577,0,671,0,x,,0.0,0.0009254210106666666
2022-09-08 08:44:05.906,0,73830036319392738,595,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14221,0,4845,0,1875,0,1577,0,674,0,x,,0.0,0.0009035761573333333
2022-09-08 08:44:08.906,0,73830036319393667,599,36,110,403,4,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14221,0,4845,0,1889,0,1587,0,677,0,x,,0.0,0.0009035761573333333
2022-09-08 08:44:11.906,0,73830036319393667,599,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14401,0,4893,0,1904,0,1587,0,677,0,,,0.0,0.0008708764239999999
2022-09-08 08:44:14.906,0,73830036319393667,599,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14580,0,4893,0,1904,0,1598,0,680,0,x,,0.0,0.0009350589839999999
2022-09-08 08:44:17.906,0,73830036319393667,599,36,110,403,0,0,0,0,0,52.4024966,31.064895,266,125,,0.0,14580,0,4940,0,1917,0,1608,0,680,0,x,,0.0,0.000958120744
2022-09-08 08:44:20.906,3,73830036319394592,603,36,110,403,4,0,0,0,0,52.402495,31.06489,266,125,,0.000383,14747,0,4940,0,1917,0,1608,0,684,0,x,,5.0,0.0009576762986666667
2022-09-08 08:44:23.906,12,73838832412424701,633,36,110,405,30,0,0,2,7,52.4024833,31.0647916,263,125,,0.006803,14747,0,4995,0,1937,0,1652,0,684,0,x,,1.2933250295457888,0.0029328300586666666
2022-09-08 08:44:26.906,21,73856424598472268,646,36,110,409,13,0,0,4,14,52.4024733,31.0645833,265,125,,0.014179,15010,0,5271,0,1937,0,1652,0,721,0,x,,1.6388763557373578,0.007745875949333332
2022-09-08 08:44:29.906,23,73874016784525324,680,36,110,413,34,0,0,4,13,52.402455,31.0642983,265,125,,0.019447,15010,0,5271,0,2119,0,1839,0,821,0,x,,1.2433422533038514,0.008059758933333331
2022-09-08 08:44:32.906,23,73874017053228605,702,37,111,413,22,1,1,0,26,52.4024433,31.0640216,266,125,,0.018822,15323,0,5375,0,2119,0,1839,0,821,0,x,,0.6857577558176602,0.004302444159999999
2022-09-08 08:44:35.906,30,73874017321670598,727,37,112,413,25,0,1,0,21,52.4024283,31.0637016,262,126,,0.021779,15323,0,5375,0,2160,0,1919,0,863,0,x,,0.7096021106570549,0.005151474789333333
2022-09-08 08:44:38.460,34,73878415368446409,737,38,112,414,10,1,0,1,18,52.4023583,31.063315,247,127,,0.027366,15572,0,5596,0,2271,0,1919,0,863,0,x,,0.4263540410728641,0.005833802344
2022-09-08 08:44:41.906,37,73882813416269597,743,43,112,415,6,5,0,1,39,52.4022549,31.0629266,251,127,,0.028757,15894,0,5596,0,2271,0,2079,0,954,0,x,,0.9391134549500991,0.009002028541333335
2022-09-08 08:44:44.906,43,73882813416536382,761,44,112,415,18,1,0,0,31,52.4022133,31.0624683,264,130,,0.031443,15894,0,5899,0,2466,0,2369,0,954,0,x,,1.3887314220653244,0.014555294034666664
2022-09-08 08:44:47.906,45,73882813417854269,789,49,112,415,28,5,0,0,38,52.4021833,31.0619183,263,131,,0.037472,16279,0,5899,0,2466,0,2369,0,1146,0,x,,1.1616998070025617,0.014510405055999997
2022-09-08 08:44:50.906,42,73882813418123570,817,50,112,415,28,1,0,0,38,52.4021316,31.0613583,262,132,,0.038435,16279,0,6169,0,2596,0,2453,0,1146,0,x,,0.32106015371406266,0.004113315669333332
2022-09-08 08:44:53.906,44,73882813955263259,843,51,114,415,26,1,2,0,37,52.4020666,31.0608216,262,132,,0.037132,16542,0,6324,0,2596,0,2453,0,1165,0,x,,0.13557416072390385,0.001678046578666666
2022-09-08 08:44:56.906,45,73882813955269284,866,51,114,415,23,0,0,0,40,52.402045,31.0602433,265,131,,0.039317,16542,0,6324,0,2680,0,2570,0,1223,0,x,,0.47977633166314826,0.0062877886773333325
2022-09-08 08:44:59.906,48,73882813955533511,874,52,114,415,8,1,0,0,39,52.40203,31.0596683,264,131,,0.039056,16832,0,6553,0,2806,0,2570,0,1223,0,x,,0.4311835710774272,0.005613435183999999
2022-09-08 08:45:02.906,52,73882813955535941,884,52,114,415,10,0,0,0,44,52.4019866,31.0590266,265,129,,0.043813,16832,0,6553,0,2806,0,2755,0,1322,0,x,,0.6819638238878872,0.009959627005333333
2022-09-08 08:45:05.906,54,73882814223974001,894,52,115,415,10,0,1,0,30,52.4019633,31.0583666,265,129,,0.044863,17155,0,6814,0,2939,0,2755,0,1322,0,x,,0.6872155365445913,0.010276850205333334
2022-09-08 08:45:08.910,55,73882814224242814,920,53,115,415,26,1,0,0,61,52.4019483,31.057685,266,130,,0.046284,17495,0,6814,0,2939,0,2871,0,1378,0,x,,0.3803062428485005,0.005867364714666666
2022-09-08 08:45:11.910,53,73882814492680975,931,53,116,415,11,0,1,0,43,52.4019183,31.0570466,266,130,,0.043451,17495,0,7000,0,3042,0,2949,0,1378,0,x,,0.23657000078249066,0.0034264010346666666
2022-09-08 08:45:14.910,50,73882814761120390,946,53,117,415,15,0,1,0,44,52.4019083,31.0564,275,128,,0.043893,17825,0,7179,0,3042,0,2949,0,1421,0,x,,0.22413128635545532,0.0032792648506666665
2022-09-08 08:45:17.265,50,73882815030349303,973,56,118,415,27,3,1,0,28,52.4020216,31.0558283,292,126,,0.040792,17825,0,7179,0,3143,0,3052,0,1421,0,x,,0.36719832496567945,0.007489377035999999
2022-09-08 08:45:17.601,51,73882815030349303,973,56,118,415,0,0,0,0,13,52.4020216,31.0558283,292,126,,0.0,17825,0,7179,0,3143,0,3052,0,1421,0,x,,0.0,0.0
2022-09-08 08:45:20.722,53,73882815032451861,995,64,118,415,22,8,0,0,45,52.4022316,31.0552716,305,125,,0.044416,18153,0,7418,0,3143,0,3052,0,1484,0,x,,0.4251657274855907,0.006294720317333332
2022-09-08 08:45:23.910,53,73882815033248473,10,68,118,415,-985,4,0,0,46,52.4025066,31.0547616,311,125,,0.046188,18153,0,7418,0,3278,0,3190,0,1555,0,x,,0.4340762800727462,0.006683038407999999
2022-09-08 08:45:26.910,53,73882815034046423,55,71,118,415,45,3,0,0,41,52.4027516,31.054315,310,124,,0.040756,18492,0,7649,0,3411,0,3190,0,1555,0,x,,0.4870965321425066,0.006617368754666665
2022-09-08 08:45:29.910,54,73882815034311058,65,72,118,415,10,1,0,0,45,52.4030266,31.0538216,311,126,,0.04535,18834,0,7649,0,3411,0,3320,0,1628,0,x,,0.4037278534068357,0.006103019384
2022-09-08 08:45:32.910,53,73882815034577931,84,73,118,415,19,1,0,0,45,52.4032933,31.05333,312,126,,0.044641,18834,0,7865,0,3529,0,3320,0,1628,0,x,,0.44310266687574196,0.006593515384
2022-09-08 08:45:35.910,53,73882815303017889,101,73,119,415,17,0,1,0,44,52.40356,31.052835,310,127,,0.044814,19172,0,7865,0,3529,0,3419,0,1682,0,x,,0.308762919087785,0.004612300485333332
2022-09-08 08:45:38.910,50,73882815303283759,116,74,119,415,15,1,0,0,44,52.403825,31.05237,311,128,,0.043179,19172,0,8048,0,3625,0,3484,0,1682,0,x,,0.20212562995900787,0.002909194192
2022-09-08 08:45:41.910,47,73882815303285997,124,74,119,415,8,0,0,0,40,52.404055,31.0519133,304,128,,0.040185,19483,0,8162,0,3625,0,3484,0,1710,0,x,,0.10552108179669034,0.0014134548906666671
2022-09-08 08:45:43.402,45,73882815572247185,130,76,120,415,6,2,1,0,12,52.4041683,31.0516033,295,129,,0.024522,19483,0,8162,0,3675,0,3484,0,1710,0,x,,0.4798759331212788,0.011767517631999999
2022-09-08 08:45:44.910,43,73882815573296548,133,80,120,415,3,4,0,0,24,52.4042033,31.051445,291,130,,0.011426,19483,0,8162,0,3675,0,3507,0,1719,0,x,,0.32433471521092244,0.0037058484559999998
2022-09-08 08:45:47.910,39,73882815844354554,137,90,121,415,4,10,1,0,23,52.404275,31.0509583,284,130,,0.033976,19761,0,8233,0,3675,0,3507,0,1719,0,x,,0.02613204544384273,0.0002959541253333335
2022-09-08 08:45:48.628,36,73882815844878978,138,92,121,415,1,2,0,0,11,52.404295,31.05083,284,130,,0.008986,19761,0,8233,0,3704,0,3507,0,1719,0,x,,0.48121203383040295,0.0
2022-09-08 08:45:50.910,28,73882816113314945,140,92,122,415,2,0,1,0,25,52.4043333,31.050595,283,130,,0.016506,19761,0,8233,0,3704,0,3520,0,1723,0,x,,0.14572647619047618,0.001202680608
