date;speed;78;64011;64022;64033;64044;delta64011;delta64022;delta64033;delta64044;vodo;lat;lon;dir;alt;engine_speed;distance_gps;201;202;203;204;210;211;212;213;214;215;ain1;ain2;151;146;147
2022-09-24 10:47:18.984;0;85160000749722177;602;624;2332;2979;9;0;2;1;0;52.5864300;31.2232750;121;156;;0.000651;19873;17;19681;11;18084;6;5298;7;12249;4;307.03513909224;x;5093374436689989207;7061435103151985847;635098640767088216
2022-09-24 10:47:21.984;0;85160001823466853;613;624;2336;2979;11;0;4;0;0;52.5864300;31.2232750;121;156;;0;20064;17;19743;11;18103;6;5298;7;12249;4;304.9121522694;x;5096189328197635776;7168677150883321024;635132339193804932
2022-09-24 10:47:24.984;0;85160001823467143;614;624;2336;2979;1;0;0;0;0;52.5864300;31.2232750;121;156;;0;20250;17;19743;11;18103;6;5313;7;12253;4;304.9121522694;x;5098159747528216326;7234542342678385861;635014236250274249
2022-09-24 10:47:27.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5864300;31.2232750;121;156;;0;20250;17;19801;11;18121;6;5327;7;12253;4;308.9019033675;x;5101819102622797710;7360924706005914832;635333584379018319
2022-09-24 10:47:30.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5864300;31.2232750;121;156;;0;20433;17;19857;11;18121;6;5327;7;12258;4;309.70717423133;x;5104352510563733492;7453530042063328472;635361269833466156
2022-09-24 10:47:33.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5864300;31.2232750;121;156;;0;20433;17;19857;11;18138;6;5341;7;12258;4;307.29136163982;x;5106041450622570551;7513484259347469533;635660195323380313
2022-09-24 10:47:36.984;4;85160001823567025;1004;624;2336;2979;390;0;0;0;9;52.5864550;31.2231700;284;156;;0.007621;20615;17;19912;11;18138;6;5341;7;12262;4;312.22596964587;x;5109700801422119102;7634237118845818087;635695727711159487
2022-09-24 10:47:39.984;7;85160001823467143;614;624;2336;2979;-390;0;0;0;11;52.5865166;31.2230283;298;155;;0.011774;20615;17;19912;11;18154;6;5355;7;12266;4;310.47217537943;x;5111952712910328082;7709953947710657774;635861964497618494
2022-09-24 10:47:42.984;6;85160001823467143;614;624;2336;2979;0;0;0;0;10;52.5865316;31.2229983;300;155;;0.002626;20796;17;19968;11;18171;6;5355;7;12266;4;312.96795952782;x;5114767617303728520;7814944195628242167;635892504019667022
2022-09-24 10:47:45.984;4;85160001823467143;614;624;2336;2979;0;0;0;0;5;52.5865350;31.2230766;314;154;;0.005305;20796;17;19968;11;18171;6;5369;7;12270;4;315.16020236088;x;5117582500221440493;7906986586027267327;635920550251858483
2022-09-24 10:47:48.984;3;85160001823467143;614;624;2336;2979;0;0;0;0;5;52.5865683;31.2230933;333;153;;0.003872;20977;17;20024;11;18188;6;5369;7;12270;4;313.20404721754;x;5119834411709649473;7983266360550561029;636224539525188535
2022-09-24 10:47:51.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;5;52.5865583;31.2230350;311;153;;0.004094;21156;17;20024;11;18188;6;5383;7;12274;4;312.46205733558;x;5122930795374924470;8087693662809691406;636256094758047197
2022-09-24 10:47:54.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5865583;31.2230350;311;153;;0;21156;17;20079;11;18204;6;5397;7;12274;4;311.48397976391;x;5124901227591455498;8161440162542589205;636421811851562838
2022-09-24 10:47:57.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5865583;31.2230350;311;153;;0;21335;17;20135;11;18204;6;5397;7;12278;4;311.72006745363;x;5127997615551697793;8271496964335998238;636455402905342358
2022-09-24 10:48:00.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5865583;31.2230350;311;153;;0;21335;17;20135;11;18221;6;5412;7;12278;4;310.97807757167;x;5130249527039972309;8348058218130969893;636478067526275869
2022-09-24 10:48:03.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5865583;31.2230350;311;153;;0;21517;17;20191;11;18221;6;5412;7;12283;4;313.44013490725;x;5133345906410214474;8453892895273719086;636791428449637701
2022-09-24 10:48:06.984;0;85160001823467143;614;624;2336;2979;0;0;0;0;0;52.5865583;31.2230350;311;153;;0;21517;17;20191;11;18238;6;5425;7;12286;4;310.97807757167;x;5134753369396630666;8489640264560678196;636802977654969927
2022-09-24 10:48:09.464;8;85160001823467481;615;624;2336;2979;1;0;0;0;0;52.5864966;31.2231116;166;150;;0.008596;21670;17;20239;11;18238;6;5425;7;12286;4;312.96795952782;x;5135316353711953061;8505965834684798262;636807942654138033
2022-09-24 10:48:09.984;10;85160001823467481;615;624;2336;2979;0;0;0;0;10;52.5864816;31.2231150;167;150;;0.001684;21670;17;20239;11;18250;6;5425;7;12286;4;313.70994940978;x;5137286785928746228;8570705139457856828;636828541386102827
2022-09-24 10:48:11.574;8;85173195963004711;631;624;2336;2982;16;0;0;3;0;52.5864483;31.2230983;187;149;;0.003872;21670;17;20239;11;18250;6;5439;7;12286;4;313.20404721754;x;5138975713101698348;8633192622942459201;636991681488951638
2022-09-24 10:48:12.984;8;85173195963005030;632;624;2336;2982;1;0;0;0;3;52.5864283;31.2230866;207;149;;0.002361;21858;17;20239;11;18250;6;5439;7;12290;4;316.64418212479;x;5140101664550311250;8677947170009322820;637005206387300900
2022-09-24 10:48:15.984;12;85173195963270612;645;625;2336;2982;13;1;0;0;12;52.5863600;31.2230200;204;148;;0.00883;21858;17;20300;11;18270;6;5439;7;12290;4;310.47217537943;x;5143198043920684487;8789411346686285133;637039166809709663
2022-09-24 10:48:18.984;12;85173195963534214;651;626;2336;2982;6;1;0;0;3;52.5862733;31.2229466;217;147;;0.010844;22030;17;20300;11;18270;6;5453;7;12295;4;309.19472913616;x;5144042511802652133;8810521991414420816;637045523383065819
2022-09-24 10:48:21.984;14;85173195964063422;670;628;2336;2982;19;2;0;0;20;52.5861833;31.2228416;226;146;;0.01227;22030;17;20353;11;18285;6;5468;7;12295;4;310.23608768971;x;5148546339074365070;8967303677996569949;637375699158573088
2022-09-24 10:48:24.984;15;85173195964066401;682;628;2336;2982;12;0;0;0;8;52.5861050;31.2227233;228;143;;0.011822;22216;17;20411;11;18285;6;5468;7;12299;4;310;x;5150798254857672421;44546980693480804;637263759513362890
2022-09-24 10:48:27.984;14;85173195964070174;697;628;2336;2982;15;0;0;0;15;52.5860333;31.2225950;228;141;;0.01178;22216;17;20411;11;18304;6;5483;7;12304;4;310.97807757167;x;5154176122089658208;168396060640679278;637583670282429510
2022-09-24 10:48:30.984;12;85173195964336703;714;629;2336;2982;17;1;0;0;8;52.5859816;31.2224516;251;140;;0.011268;22403;17;20470;11;18304;6;5483;7;12304;4;311.21416526138;x;5156428033577998260;244675839458940277;637607090818721244
2022-09-24 10:48:33.734;15;85173195964601774;725;630;2336;2982;11;1;0;0;7;52.5859966;31.2222633;267;138;;0.012834;22403;17;20470;11;18321;6;5498;7;12308;4;312.22596964587;x;5157553997912758243;282956474946360697;637620083136734927
2022-09-24 10:48:35.855;12;85173196234089513;740;634;2337;2982;15;4;1;0;13;52.5860166;31.2221616;286;138;;0.007224;22572;17;20532;11;18321;6;5498;7;12308;4;309.70717423133;x;5160368906602043455;371339725007885701;637945289587239436
2022-09-24 10:48:36.613;12;85173196234354482;751;635;2337;2982;11;1;0;0;7;52.5860416;31.2221316;314;137;;0.003441;22572;17;20532;11;18340;6;5498;7;12308;4;311.72006745363;x;5162339330228377714;433545772170483086;637848081686670565
2022-09-24 10:48:39.984;17;85173196234617773;755;636;2337;2982;4;1;0;0;8;52.5861316;31.2220333;322;136;;0.012014;22756;17;20532;11;18340;6;5523;7;12315;4;310.74198988196;x;5165998676732041434;564994697963771290;637907970877108405
2022-09-24 10:48:42.984;16;85173196234619441;762;636;2337;2982;7;0;0;0;14;52.5862466;31.2219233;329;134;;0.014794;22756;17;20605;11;18362;6;5540;7;12315;4;310.97807757167;x;5168813551058770231;668577558112966050;638222199384126137
2022-09-24 10:48:45.988;12;85173196234619759;763;636;2337;2982;1;0;0;0;18;52.5863450;31.2218266;317;132;;0.012747;22950;17;20605;11;18362;6;5540;7;12321;4;313.70994940978;x;5172754394015095236;811003999407969709;638128970876466578
2022-09-24 10:48:46.613;12;85173196234621345;769;636;2337;2982;6;0;0;0;3;52.5863733;31.2218216;341;132;;0.003166;22950;17;20665;11;18362;6;5540;7;12321;4;310;x;5173317369739696601;831270214911071663;638416823900976638
2022-09-24 10:48:48.105;12;85173196234621507;770;636;2337;2982;1;0;0;0;4;52.5864050;31.2218233;4;132;;0.003528;22950;17;20665;11;18381;6;5540;7;12321;4;310.97807757167;x;5173598866192161254;845343976631506352;638421578445174350
2022-09-24 10:48:48.988;16;85173196234621725;771;636;2337;2982;1;0;0;0;4;52.5864450;31.2218383;10;131;;0.004563;22950;17;20665;11;18381;6;5558;7;12321;4;312.22596964587;x;5176132265542441516;934853105125037498;638471709428890003
2022-09-24 10:48:50.652;17;85173196234886116;779;637;2337;2982;8;1;0;0;0;52.5865250;31.2219250;26;130;;0.010654;23142;17;20665;11;18381;6;5558;7;12328;4;310.23608768971;x;5178102684872956500;1013103243140142532;638408453294079524
2022-09-24 10:48:51.988;18;85173196234894404;812;637;2337;2982;33;0;0;0;11;52.5865533;31.2219866;34;129;;0.005219;23142;17;20753;11;18381;6;5558;7;12328;4;311.95615514334;x;5180636067042056843;1111056620934993357;638474531516924418
2022-09-24 10:48:54.542;15;85173196235426152;841;639;2337;2982;29;2;0;0;10;52.5866250;31.2221766;53;129;;0.015115;23142;17;20753;11;18412;6;5593;7;12328;4;311.95615514334;x;5184013908502338271;1243631429455189464;638684044492031415
2022-09-24 10:48:57.988;12;85177594281939658;850;639;2337;2983;9;0;0;1;23;52.5866700;31.2223500;66;128;;0.012742;23355;17;20830;11;18412;6;5593;7;12338;4;310.23608768971;x;5189925145017342856;1477537298310960618;638777928461208393
2022-09-24 10:49:00.988;9;85177594282464928;854;641;2337;2983;4;2;0;0;7;52.5867183;31.2224683;55;126;;0.009632;23355;17;20830;11;18438;6;5615;7;12346;4;311.48397976391;x;5192740023639038931;1588157050057790964;638977416954531486
2022-09-24 10:49:03.988;5;85177594284563777;861;649;2337;2983;7;8;0;0;11;52.5868083;31.2226116;21;125;;0.013928;23558;17;20916;11;18470;6;5615;7;12346;4;308.9019033675;x;5198932743720754270;1840358843939427851;639002298081236981
2022-09-24 10:49:06.292;6;85177594287187023;868;659;2337;2983;7;10;0;0;8;52.5868483;31.2225866;333;124;;0.004759;23558;17;20916;11;18470;6;5652;7;12361;4;310.23608768971;x;5205406930188459214;2100441958643930661;639256771075728771
2022-09-24 10:49:06.988;19;85177594556935391;876;664;2338;2983;8;5;1;0;9;52.5868966;31.2225466;332;123;;0.006014;23780;17;20916;11;18470;6;5652;7;12361;4;311.21416526138;x;5207658815904701682;2220631872483890736;639238661622229893
2022-09-24 10:49:09.988;22;85177594560090669;914;676;2338;2983;38;12;0;0;13;52.5870150;31.2223783;318;121;;0.0174;23780;17;21039;11;18522;6;5716;7;12361;4;310.47217537943;x;5216103357273496940;2638059537824552527;639364509229515044
2022-09-24 10:49:12.988;20;85177594560617540;924;678;2338;2983;10;2;0;0;23;52.5871366;31.2221900;317;120;;0.01857;24055;17;21039;11;18522;6;5716;7;12390;4;308.09663250366;x;5230177552798998059;3434352663552267900;639549398319505261
2022-09-24 10:49:15.988;21;85177594560619451;931;678;2338;2983;7;0;0;0;13;52.5872550;31.2220000;306;119;;0.018392;24055;17;21194;11;18600;6;5793;7;12390;4;307.84040995608;x;5242281337585098426;4149862423719319205;639795093336768163
2022-09-24 10:49:18.812;24;85177594560622360;943;678;2338;2983;12;0;0;0;12;52.5874033;31.2218366;323;118;;0.01985;24367;17;21396;11;18600;6;5793;7;12433;4;303.55783308931;x;5251288790249791252;4695079737076750021;639827583847586268
2022-09-24 10:49:21.988;26;85181992607400768;963;679;2338;2984;20;1;0;1;37;52.5875616;31.2216066;317;116;;0.023486;24367;17;21396;11;18717;6;5904;7;12483;4;301.1420204978;x;5276059284003971126;6253888883952719637;640137428220650426
2022-09-24 10:49:24.988;27;85181992607403009;972;679;2338;2984;9;0;0;0;9;52.5877166;31.2213883;313;116;;0.02269;24655;17;21520;11;18757;6;5904;7;12483;4;304.36310395315;x;5277466740496162917;6302021165099849499;640165530259039688
2022-09-24 10:49:27.988;29;85181992607403359;973;679;2338;2984;1;0;0;0;41;52.5878783;31.2210933;309;115;;0.026849;24655;17;21520;11;18757;6;5946;7;12497;4;304.9121522694;x;5285066951433347325;6566608055525644105;640492036410260357
2022-09-24 10:49:30.988;28;85181992607406333;984;679;2338;2984;11;0;0;0;25;52.5880233;31.2208100;309;114;;0.025032;24834;17;21618;11;18784;6;5946;7;12497;4;303.30161054173;x;5288163317917639014;6671035349194839889;640386311603764627
2022-09-24 10:49:33.988;29;85181992607408257;992;679;2338;2984;8;0;0;0;26;52.5881700;31.2205116;308;114;;0.025939;25016;17;21618;11;18784;6;5970;7;12503;4;307.03513909224;x;5290696725858640329;6757166765082941273;640694587266908014
2022-09-24 10:49:36.988;27;85181992607156479;8;679;2338;2984;-984;0;0;0;18;52.5883500;31.2202566;310;114;;0.026415;25016;17;21674;11;18800;6;5985;7;12503;4;306.2298682284;x;5292667162370335260;6832602118971070304;640718136651956487
2022-09-24 10:49:39.988;17;85181992875592916;12;679;2339;2984;4;0;1;0;25;52.5884600;31.2201033;308;114;;0.016031;25197;17;21732;11;18800;6;5985;7;12507;4;308.64568081991;x;5296045029602452115;6948006949616949098;640755236702733183
2022-09-24 10:49:42.988;14;85181993949860318;17;681;2343;2984;5;2;4;0;9;52.5885316;31.2199600;305;114;;0.012538;25197;17;21732;11;18818;6;6001;7;12507;4;311.95615514334;x;5297733986845024975;6990228282023024499;640919343160444311
2022-09-24 10:49:43.613;14;85181993949860318;17;681;2343;2984;0;0;0;0;8;52.5885250;31.2198900;280;113;;0.004787;25197;17;21732;11;18818;6;6001;7;12511;4;305.42459736457;x;5298015513366520544;6999235549997307771;640934633265973160
2022-09-24 10:49:45.898;15;85181994219607443;21;686;2344;2984;4;5;1;0;0;52.5885116;31.2197550;255;113;;0.009243;25326;17;21797;11;18818;6;6001;7;12511;4;311.95615514334;x;5298578493387530985;7005428042434615168;640947105867450682
2022-09-24 10:49:46.578;15;85186392266905738;24;689;2344;2985;3;3;0;1;16;52.5884633;31.2196950;229;113;;0.00673;25326;17;21797;11;18830;6;6001;7;12511;4;312.22596964587;x;5300267484992660257;7043708793886349201;640995321248501385
2022-09-24 10:49:48.988;17;85186392267432414;33;691;2344;2985;9;2;0;0;12;52.5883883;31.2195783;230;112;;0.011479;25326;17;21797;11;18830;6;6035;7;12518;4;311.21416526138;x;5302237947276976992;7101411301551183776;640931558280746156
2022-09-24 10:49:51.988;26;85190790313943875;35;691;2344;2986;2;0;0;1;12;52.5882616;31.2193650;231;111;;0.020158;25459;17;21888;11;18860;6;6035;7;12518;4;311.72006745363;x;5308149231041602479;7287466750784182230;641294483588282354
2022-09-24 10:49:54.988;33;85195188362815516;40;700;2344;2987;5;9;0;1;34;52.5880950;31.2190816;229;111;;0.026648;25651;17;21888;11;18860;6;6145;7;12560;4;311.72006745363;x;5321660635540055092;7827336864219535440;641259238892464661
2022-09-24 10:49:57.988;38;85203984456100155;41;701;2344;2989;1;1;0;2;32;52.5879100;31.2187250;229;111;;0.031687;25651;17;22105;11;18948;6;6145;7;12560;4;309.70717423133;x;5339112715478459584;8652904117671499983;641501555347191716
2022-09-24 10:50:00.988;44;85208382502611878;43;701;2344;2990;2;0;0;1;10;52.5877083;31.2183500;226;111;;0.033844;25919;17;22105;11;18948;6;6359;7;12653;4;297.66471449488;x;5345868342559925492;16407802396743930;641583006354124301
2022-09-24 10:50:03.988;51;85217178595635478;49;701;2344;2992;6;0;0;2;66;52.5874516;31.2178966;228;111;;0.04188;25919;17;22390;11;19092;6;6591;7;12653;4;297.92093704246;x;5387527837442139676;2534484893972765138;641831959344464019
2022-09-24 10:50:06.988;57;85217178595636138;51;701;2344;2992;2;0;0;0;15;52.5871600;31.2174083;223;112;;0.046268;26248;17;22690;11;19092;6;6591;7;12774;4;294.99267935578;x;5396535285811406427;3128397481380878845;641846256987830108
2022-09-24 10:50:09.988;56;85217178595636265;52;701;2344;2992;1;0;0;0;84;52.5868283;31.2168416;226;119;;0.053176;26248;17;22690;11;19262;6;6794;7;12884;4;295.76134699854;x;5440165045396465570;6043916896474307246;642421760652038303
2022-09-24 10:50:12.988;54;85217178595637195;55;701;2344;2992;3;0;0;0;49;52.5865366;31.2162933;224;123;;0.04925;26601;17;22966;11;19262;6;6794;7;12884;4;293.89458272328;x;5465779921128024171;7799477172330830603;642369164688506109
2022-09-24 10:50:15.988;55;85217178595903008;70;702;2344;2992;15;1;0;0;48;52.5862416;31.2157916;226;126;;0.047181;26601;17;22966;11;19424;6;6957;7;12977;4;297.11566617862;x;5489705904048597301;444818244595620701;642729958798464596
2022-09-24 10:50:18.988;56;85217178864340648;78;702;2345;2992;8;0;1;0;30;52.5859733;31.2152900;230;121;;0.045161;26961;17;23220;11;19576;6;6957;7;12977;4;298.46998535871;x;5509972613485324765;1837275581451148194;642999048280432683
2022-09-24 10:50:21.988;57;85217178864604147;83;703;2345;2992;5;1;0;0;60;52.5857016;31.2147816;227;121;;0.045756;27322;17;23220;11;19576;6;7106;7;13067;4;297.11566617862;x;5539246758405499594;3879377473793825801;643243595898967381
2022-09-24 10:50:24.988;56;85217178864605074;87;703;2345;2992;4;0;0;0;50;52.5854000;31.2142466;228;121;;0.04932;27322;17;23485;11;19735;6;7259;7;13067;4;307.03513909224;x;5563735695574592404;5550776637124189276;643527836579737745
2022-09-24 10:50:27.988;56;85217178864605807;90;703;2345;2992;3;0;0;0;15;52.5851150;31.2137233;228;120;;0.047492;27683;17;23485;11;19735;6;7259;7;13157;4;305.97364568082;x;5571617196790934488;6108660290073926775;643572310181170657
2022-09-24 10:50:30.988;58;85217178864606700;93;703;2345;2992;3;0;0;0;80;52.5848283;31.2132033;226;120;;0.047453;27683;17;23742;11;19890;6;7408;7;13157;4;309.19472913616;x;5613276537046134060;9007009396579376388;643742962678130947
2022-09-24 10:50:33.988;62;85217179133042801;96;703;2346;2992;3;0;1;0;16;52.5845250;31.2126600;225;121;;0.049861;28051;17;24007;11;19890;6;7408;7;13247;4;310.47217537943;x;5626224708105104788;920796677954280753;644061606455222077
2022-09-24 10:50:36.988;62;85217179133043728;100;703;2346;2992;4;0;0;0;86;52.5842033;31.2121000;226;122;;0.052082;28051;17;24007;11;20056;6;7572;7;13347;4;309.45095168375;x;5665913663392018123;3736673590513704379;644412203133189669
2022-09-24 10:50:39.988;63;85217179133044915;104;703;2346;2992;4;0;0;0;48;52.5839083;31.2115850;223;126;;0.047832;28422;17;24274;11;20219;6;7572;7;13347;4;310.47217537943;x;5691528517647822746;5548528788697718288;644657548933406436
2022-09-24 10:50:42.988;62;85217179133045263;106;703;2346;2992;2;0;0;0;51;52.5835750;31.2110583;223;129;;0.051394;28422;17;24274;11;20219;6;7728;7;13442;4;309.19472913616;x;5718550776852476011;7463966834146090604;644974191571438111
2022-09-24 10:50:45.988;55;85217179133046382;110;703;2346;2992;4;0;0;0;34;52.5832983;31.2105383;230;134;;0.046714;28795;17;24547;11;20391;6;7728;7;13442;4;310.74198988196;x;5741069324757856540;94389681105542839;644913189910765767
2022-09-24 10:50:48.988;58;85217179133049935;124;703;2346;2992;14;0;0;0;62;52.5829816;31.2100466;226;137;;0.048426;29170;17;24547;11;20391;6;7892;7;13544;4;311.21416526138;x;5772595290966618641;2359138314386415395;645271022141071046
2022-09-24 10:50:51.988;57;85217179401486732;129;703;2347;2992;5;0;1;0;50;52.5826750;31.2094916;227;138;;0.050693;29170;17;24822;11;20562;6;8055;7;13544;4;313.20404721754;x;5799054591627850464;4230947734149603197;645510031038040121
2022-09-24 10:50:54.988;60;85217179401487152;131;703;2347;2992;2;0;0;0;48;52.5823833;31.2089683;225;138;;0.047994;29543;17;24822;11;20562;6;8055;7;13643;4;310.97807757167;x;5825513892289147824;6099379454192263129;645763842496475733
2022-09-24 10:50:57.988;57;85217179401489394;139;703;2347;2992;8;0;0;0;50;52.5820766;31.2084316;227;139;;0.049793;29543;17;25093;11;20730;6;8216;7;13643;4;308.64568081991;x;5851128755135214717;7898005354240811057;646115338476656518
2022-09-24 10:51:00.988;60;85221577448003730;152;703;2347;2993;13;0;0;1;16;52.5817866;31.2079116;224;139;;0.047702;29910;17;25357;11;20730;6;8216;7;13739;4;312.96795952782;x;5863795442627409123;8765793098283425884;646007693694682777
2022-09-24 10:51:03.988;55;85221577448004851;156;703;2347;2993;4;0;0;0;80;52.5814850;31.2074016;228;140;;0.048098;29910;17;25357;11;20889;6;8369;7;13830;4;312.22596964587;x;5901232559445341717;2369556887156695260;646335416805905644
2022-09-24 10:51:06.988;61;85221577448006412;163;703;2347;2993;7;0;0;0;48;52.5811950;31.2068716;223;139;;0.048203;30275;17;25622;11;21053;6;8369;7;13830;4;311.21416526138;x;5927973343673612003;4251217969759592763;646632427189978511
2022-09-24 10:51:09.988;58;85221577716450008;194;703;2348;2993;31;0;1;0;48;52.5809366;31.2063016;228;135;;0.048064;30275;17;25622;11;21053;6;8537;7;13934;4;309.70717423133;x;5955277095035434930;6187766698591068574;646849005928659996
